"OrderDate","Category","City","Country","CustomerName","Discount","OrderID","PostalCode","ProductName","Profit","Quantity","Region","Sales","Segment","ShipDate","ShipMode","State","Sub-Category","DaystoShipActual","SalesForecast","ShipStatus","DaystoShipScheduled","OrderProfitable","SalesperCustomer","ProfitRatio","SalesaboveTarget","latitude","longitude","location","SalesAboveTarget","orderprofitable"
"2011-02-04 00:00:00","Office Supplies","Seattle","United States","Tom Boeckenhauer","0.2","CA-2011-111059","98105","Ibico Laser Imprintable Binding System Covers","27","2","West","84","Consumer","2011. 02. 07.","Second Class","Washington","Binders","3","110","Shipped On Time","3","null","83.84","32.5","null","47.6633","-122.3022","47.6633,-122.3022","null","null"
"2011-02-05 00:00:00","Office Supplies","Escondido","United States","Mark Haberlin","0.2","CA-2011-104808","92025","GBC Standard Recycled Report Covers, Clear Plastic Sheets","6","2","West","17","Corporate","2011. 02. 09.","Second Class","California","Binders","4","23","Shipped Late","3","null","17.25","35","null","33.1101","-117.07","33.1101,-117.07","null","null"
"2011-02-05 00:00:00","Office Supplies","San Diego","United States","Deborah Brumfield","0.2","CA-2011-107181","92024","GBC Recycled Grain Textured Covers","29","3","West","83","Home Office","2011. 02. 09.","Standard Class","California","Binders","4","109","Shipped Early","6","null","82.9","35","null","33.0535","-117.2689","33.0535,-117.2689","null","null"
"2011-02-05 00:00:00","Office Supplies","San Diego","United States","Deborah Brumfield","0","CA-2011-107181","92024","Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book","16","4","West","34","Home Office","2011. 02. 09.","Standard Class","California","Paper","4","45","Shipped Early","6","null","34.24","47","null","33.0535","-117.2689","33.0535,-117.2689","null","null"
"2011-02-07 00:00:00","Office Supplies","Chesapeake","United States","Neil Ducich","0","CA-2011-131905","23320","Avery 480","7","4","South","15","Corporate","2011. 02. 10.","First Class","Virginia","Labels","3","20","Shipped Late","1","null","15","48","null","36.7352","-76.2384","36.7352,-76.2384","null","null"
"2011-02-07 00:00:00","Office Supplies","Romeoville","United States","Delfina Latchford","0.8","CA-2011-108182","60441","Avery Flip-Chart Easel Binder, Black","-15","2","Central","9","Consumer","2011. 02. 11.","Second Class","Illinois","Binders","4","12","Shipped Late","3","null","8.95","-165","null","41.593","-88.0507","41.593,-88.0507","null","null"
"2011-02-07 00:00:00","Technology","Chesapeake","United States","Neil Ducich","0","CA-2011-131905","23320","AT&T CL82213","42","5","South","145","Corporate","2011. 02. 10.","First Class","Virginia","Phones","3","190","Shipped Late","1","null","144.95","29","null","36.7352","-76.2384","36.7352,-76.2384","null","null"
"2011-02-07 00:00:00","Technology","Chesapeake","United States","Neil Ducich","0","CA-2011-131905","23320","Aastra 57i VoIP phone","42","1","South","162","Corporate","2011. 02. 10.","First Class","Virginia","Phones","3","212","Shipped Late","1","null","161.61","26","null","36.7352","-76.2384","36.7352,-76.2384","null","null"
"2011-02-08 00:00:00","Office Supplies","New York City","United States","Chris Selesnick","0","US-2011-169390","10024","Acco Perma 4000 Stacking Storage Drawers","10","4","East","65","Corporate","2011. 02. 11.","Second Class","New York","Storage","3","85","Shipped On Time","3","null","64.96","15","null","40.7864","-73.9764","40.7864,-73.9764","null","null"
"2011-02-08 00:00:00","Technology","Linden","United States","Cyma Kinney","0","CA-2011-107755","07036","Maxell DVD-RAM Discs","50","7","East","115","Corporate","2011. 02. 13.","Standard Class","New Jersey","Accessories","5","151","Shipped Early","6","null","115.36","43","null","40.6354","-74.2556","40.6354,-74.2556","null","null"
"2011-02-09 00:00:00","Furniture","North Las Vegas","United States","Nathan Mautz","0","CA-2011-125759","89031","Master Caster Door Stop, Large Brown","6","2","West","15","Home Office","2011. 02. 10.","First Class","Nevada","Furnishings","1","19","Shipped On Time","1","null","14.56","38","null","36.2589","-115.1718","36.2589,-115.1718","null","null"
"2011-02-12 00:00:00","Furniture","Chesapeake","United States","Natalie Fritzler","0","CA-2011-127614","23320","Hon 2111 Invitation Series Corner Table","75","6","South","1256","Consumer","2011. 02. 16.","Standard Class","Virginia","Tables","4","1646","Shipped Early","6","null","1256.22","6","null","36.7352","-76.2384","36.7352,-76.2384","null","null"
"2011-02-12 00:00:00","Furniture","Columbia","United States","Guy Armstrong","0","CA-2011-168368","65203","Global Value Mid-Back Managers Chair, Gray","15","1","Central","61","Consumer","2011. 02. 16.","Second Class","Missouri","Chairs","4","80","Shipped Late","3","null","60.89","25","null","38.9348","-92.3639","38.9348,-92.3639","null","null"
"2011-02-12 00:00:00","Furniture","Columbia","United States","Guy Armstrong","0","CA-2011-168368","65203","Rubbermaid ClusterMat Chairmats, Mat Size- 66 x 60, Lip 20 x 11 -90 Degree Angle","53","3","Central","333","Consumer","2011. 02. 16.","Second Class","Missouri","Furnishings","4","436","Shipped Late","3","null","332.94","16","null","38.9348","-92.3639","38.9348,-92.3639","null","null"
"2011-02-12 00:00:00","Office Supplies","Chesapeake","United States","Natalie Fritzler","0","CA-2011-127614","23320","Wilson Jones Leather-Like Binders with DublLock Round Rings","8","2","South","17","Consumer","2011. 02. 16.","Standard Class","Virginia","Binders","4","23","Shipped Early","6","null","17.46","47","null","36.7352","-76.2384","36.7352,-76.2384","null","null"
"2011-02-12 00:00:00","Office Supplies","Columbia","United States","Guy Armstrong","0","CA-2011-168368","65203","Avery 483","7","3","Central","15","Consumer","2011. 02. 16.","Second Class","Missouri","Labels","4","20","Shipped Late","3","null","14.94","46","null","38.9348","-92.3639","38.9348,-92.3639","null","null"
